"Job Title","Department","2016 Earnings"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$891.80"
"CLERICAL AIDE","RECREATION","$887.22"
"LIBRARY ASSISTANT-INACTIVE","LIBRARY DISTRICT","$885.00"
"CIRCULATION AIDE","LIBRARY DISTRICT","$882.08"
"YOUTH SPORTS TRACK&FIELD COACH","RECREATION","$880.00"
"YOUTH SPORTS TRACK&FIELD COACH","RECREATION","$880.00"
"LIFEGUARD","RECREATION","$876.32"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$875.00"
"FITNESS INSTRUCTOR - SR CTR","RECREATION","$874.00"
"LIBRARIAN - HOURLY - INACTIVE","LIBRARY DISTRICT","$872.96"
"FACILITY ATTENDANT","RECREATION","$866.97"
"CLERICAL AIDE","CULTURAL SERVICES","$863.10"
"SWIM INSTRUCTOR","RECREATION","$855.50"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$855.40"
"FITNESS INSTRUCTOR","RECREATION","$855.00"
"EXHIBIT WORKER","CULTURAL SERVICES","$854.00"
"EMERGENCY SERVICES DISPATCHER","POLICE INFORMATION SERVICES","$851.00"
"LCC STAGE HAND","CULTURAL SERVICES","$850.50"
"AQUA-FITNESS INSTRUCTOR","RECREATION","$849.25"
"FITNESS INSTRUCTOR","RECREATION","$846.00"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$843.70"
"ADULT SPORTS SCOREKEEPER","RECREATION","$843.47"
"SWIM INSTRUCTOR","RECREATION","$840.20"
"YOUTH INSTRUCTOR","CULTURAL SERVICES","$840.00"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$839.80"
"SWIM INSTRUCTOR","RECREATION","$838.40"
"YOUTH INSTRUCTOR","RECREATION","$836.03"
"YOUTH INSTRUCTOR","RECREATION","$835.05"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$832.30"
"BLDG & DEV REVIEW TECH-INACTVE","COMM DEV & NEIGHBORHOOD SVCS","$832.00"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$826.80"
"CLERICAL AIDE","RECREATION","$823.41"
"YOUTH SPORTS OFFICIAL","RECREATION","$820.00"
"YOUTH SPORTS OFFICIAL","RECREATION","$820.00"
"LIBRARIAN - HOURLY","LIBRARY DISTRICT","$818.13"
"LIFEGUARD/WATER SAFETY INSTR.","RECREATION","$817.10"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$816.20"
"CLERICAL AIDE","RECREATION","$816.03"
"SKATE GUARD","RECREATION","$814.80"
"PLANNING TECHNICIAN","CULTURAL SERVICES","$808.00"
"LIFEGUARD","RECREATION","$806.49"
"YOUTH SPORTS TRACK&FIELD COACH","RECREATION","$805.00"
"ADULT SPORTS SCOREKEEPER","CITY CLERK'S OFFICE","$801.92"
"LIBRARY AIDE","LIBRARY DISTRICT","$801.00"
"LIFEGUARD","RECREATION","$798.80"
"LIFEGUARD","RECREATION","$797.63"
"YOUTH SPORTS TRACK&FIELD COACH","RECREATION","$787.50"
"CLERICAL AIDE","RECREATION","$783.36"
"LIBRARY AIDE","LIBRARY DISTRICT","$772.20"
"UTILITY WORKER/ PARKS","PARKS","$770.00"
"FITNESS INSTRUCTOR - SR CTR","RECREATION","$768.00"
"EXHIBIT WORKER","CULTURAL SERVICES","$761.90"
"SPECIALIZED INSTRUCTOR","RECREATION","$761.25"
"FIGURE AND FREESTYLE COACH","RECREATION","$760.00"
"SKATE INSTRUCTOR/GROUP","RECREATION","$760.00"
"CLERICAL AIDE","RECREATION","$758.88"
"CLERICAL AIDE","RECREATION","$758.16"
"FACILITY ATTENDANT","RECREATION","$756.91"
"YOUTH SPORTS TRACK&FIELD COACH","RECREATION","$755.00"
"LIFEGUARD","RECREATION","$750.92"
"SKATE GUARD","RECREATION","$750.03"
"ARTS / CRAFTS INSTR - SR CTR","RECREATION","$750.00"
"YOUTH INSTRUCTOR","RECREATION","$744.33"
"ADULT SPORTS FIELD/GYM SUPV","RECREATION","$739.75"
"LIBRARY AIDE","LIBRARY DISTRICT","$738.75"
"SPECIALIZED INSTRUCTOR","RECREATION","$738.40"
"CLERICAL AIDE","RECREATION","$733.91"
"TRUCK DRIVER-STREETS","STREETS","$733.50"
"LIBRARIAN - HOURLY","LIBRARY DISTRICT","$731.51"
"LIFEGUARD/WATER SAFETY INSTR.","RECREATION","$725.50"
"AQUA-FITNESS INSTRUCTOR","RECREATION","$722.75"
"YOUTH SPORTS OFFICIAL","RECREATION","$720.00"
"CIRCULATION AIDE","LIBRARY DISTRICT","$714.00"
"YOUTH SPORTS TRACK&FIELD COACH","RECREATION","$710.00"
"SWIM INSTRUCTOR/PRIVATE","RECREATION","$707.52"
"FACILITY ATTENDANT","RECREATION","$706.18"
"SPECIALIZED INSTRUCTOR","RECREATION","$703.43"
"LIBRARY AIDE","LIBRARY DISTRICT","$702.45"
"LIBRARY ASSISTANT-INACTIVE","LIBRARY DISTRICT","$696.20"
"ASST CIRCULATION SUPV - HOURLY","LIBRARY DISTRICT","$695.09"
"SKATE SHARPENER","RECREATION","$693.40"
"INTERN","ENVIRONMENTAL SERVICES","$690.00"
"ADULT SPORTS SCOREKEEPER","UT STANDARDS ENGINEERING DIV","$689.73"
"ANSWER CENTER TECHNICIAN","LIBRARY DISTRICT","$687.03"
"EXHIBIT WORKER","CULTURAL SERVICES","$687.00"
"YOUTH INSTRUCTOR","RECREATION","$677.00"
"MUSEUM ASSISTANT","CULTURAL SERVICES","$676.50"
"CIRCULATION AIDE","LIBRARY DISTRICT","$676.43"
"SWIM INSTRUCTOR/PRIVATE","RECREATION","$674.64"
"CHOREOGRAPHY COACH","RECREATION","$673.81"
"SWIM INSTRUCTOR","RECREATION","$673.43"
"CIRCULATION AIDE","LIBRARY DISTRICT","$672.00"
"LIFEGUARD","RECREATION","$662.66"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$661.70"
"EQUIPMENT OPER- STRTS/TRAFFIC","TRAFFIC","$658.75"
"YOUTH INSTRUCTOR","RECREATION","$651.00"
"YOUTH INSTRUCTOR","RECREATION","$644.00"
"INTERN","ENVIRONMENTAL SERVICES","$640.92"
"SWIM INSTRUCTOR","RECREATION","$639.30"
"LIFEGUARD","RECREATION","$638.91"
"LIBRARY AIDE","LIBRARY DISTRICT","$637.56"
"CIRCULATION AIDE","LIBRARY DISTRICT","$636.75"
"SWIM INSTRUCTOR","RECREATION","$635.60"
"SWIM INSTRUCTOR","RECREATION","$631.20"
"CIRCULATION AIDE","LIBRARY DISTRICT","$630.37"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$626.00"
"YOUTH SPORTS OFFICIAL","RECREATION","$623.00"
"SPECIALIZED INSTRUCTOR","RECREATION","$620.10"
"SPECIALIZED INSTRUCTOR","RECREATION","$618.54"
"SPECIALIZED INSTRUCTOR","RECREATION","$612.72"
"ADULT SPORTS FIELD/GYM SUPV","RECREATION","$612.00"
"ALTERNATIVE PROGRAM LEADER","RECREATION","$610.50"
"YOUTH SPORTS OFFICIAL","RECREATION","$610.00"
"FACILITY ATTENDANT","RECREATION","$606.00"
"FACILITY ATTENDANT","RECREATION","$602.30"
"MUNICIPAL COURT  REFEREE","PARKING","$600.00"
"SWIM INSTRUCTOR","RECREATION","$599.70"
"FITNESS INSTRUCTOR","RECREATION","$592.48"
"LCC TECHNICAL AIDE I","CULTURAL SERVICES","$591.40"
"CLERICAL AIDE","CULTURAL SERVICES","$584.85"
"SPECIALIZED INSTRUCTOR","RECREATION","$582.79"
"YOUTH INSTRUCTOR","RECREATION","$581.90"
"SKATE INSTRUCTOR/GROUP","RECREATION","$580.90"
"FITNESS INSTRUCTOR","RECREATION","$580.86"
"INTERN","CULTURAL SERVICES","$580.50"
"ADULT SPORTS SCOREKEEPER","RECREATION","$577.55"
"YOUTH INSTRUCTOR","RECREATION","$577.00"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$573.30"
"FITNESS INSTRUCTOR","RECREATION","$572.58"
"FACILITY ATTENDANT","RECREATION","$570.60"
"LIBRARIAN - HOURLY","LIBRARY DISTRICT","$567.64"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$566.80"
"ADULT SPORTS SCOREKEEPER","RECREATION","$565.08"
"LCC STAGE HAND","CULTURAL SERVICES","$563.40"
"RESEARCH ASSISTANT","NATURAL AREAS","$561.00"
"AQUA-FITNESS INSTRUCTOR","RECREATION","$560.00"
"YOUTH SPORTS OFFICIAL","RECREATION","$560.00"
"YOUTH SPORTS OFFICIAL","RECREATION","$560.00"
"WATER SAFETY INSTRUCTOR","RECREATION","$559.22"
"SKATE GUARD","RECREATION","$552.12"
"EXHIBIT WORKER","CULTURAL SERVICES","$550.00"
"FITNESS INSTRUCTOR-ADDITIONAL","RECREATION","$550.00"
"SPECIALIZED INSTRUCTOR","RECREATION","$549.12"
"FITNESS INSTRUCTOR","RECREATION","$548.16"
"YOUTH SPORTS OFFICIAL","RECREATION","$545.00"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$543.40"
"ARTS / CRAFTS INSTR - SR CTR","RECREATION","$540.00"
"FITNESS INSTRUCTOR","RECREATION","$540.00"
"INTERN","SOCIAL SUSTAINABILITY","$540.00"
"YOUTH SPORTS TRACK&FIELD COACH","RECREATION","$540.00"
"LIFEGUARD","RECREATION","$534.79"
"GENERAL INTEREST INSTRUCTOR","RECREATION","$532.00"
"SWIM INSTRUCTOR","RECREATION","$527.90"
"SKATE GUARD","RECREATION","$525.86"
"SKATE INSTRUCTOR/GROUP","RECREATION","$525.00"
"YOUTH INSTRUCTOR","RECREATION","$525.00"
"AQUA-FITNESS INSTRUCTOR","RECREATION","$520.00"
"FITNESS INSTRUCTOR - SR CTR","RECREATION","$520.00"
"FACILITY ATTENDANT","RECREATION","$509.50"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$508.30"
"PLAYGROUND ASST. LEADER","RECREATION","$507.76"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$504.40"
"WASTE REDUCT/REC PROG ASST II","PARKS","$504.00"
"LIFEGUARD/WATER SAFETY INSTR.","RECREATION","$501.30"
"YOUTH INSTRUCTOR","RECREATION","$495.00"
"ARTS / CRAFTS INSTR - SR CTR","RECREATION","$492.25"
"FARM WORKER","RECREATION","$490.00"
"FITNESS INSTRUCTOR-ADDITIONAL","RECREATION","$490.00"
"SWIM INSTRUCTOR","RECREATION","$489.20"
"CIRCULATION AIDE","LIBRARY DISTRICT","$488.80"
"SWIM INSTRUCTOR/PRIVATE","RECREATION","$485.76"
"WATER SAFETY INSTRUCTOR","RECREATION","$482.91"
"LIFEGUARD","RECREATION","$481.19"
"WEB PAGE DEVELOPER","INFORMATION TECHNOLOGY","$480.00"
"FITNESS INSTRUCTOR - SR CTR","RECREATION","$477.07"
"LCC PROFESSIONAL STAGE HAND","PARKS","$476.45"
"ALTERNATIVE PROGRAM LEADER","RECREATION","$474.00"
"ADULT SPORTS FIELD/GYM SUPV","RECREATION","$472.00"
"AQUA-FITNESS INSTRUCTOR","RECREATION","$470.00"
"ADULT SPORTS SCOREKEEPER","RECREATION","$465.36"
"CIRCULATION AIDE","LIBRARY DISTRICT","$459.38"
"SWIM INSTRUCTOR/PRIVATE","RECREATION","$456.48"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$456.30"
"FACILITY ATTENDANT","CULTURAL SERVICES","$452.70"
"CLERICAL AIDE","RECREATION","$452.25"
"FITNESS INSTRUCTOR","RECREATION","$450.00"
"ADMINISTRATIVE CLERK I","SOCIAL SUSTAINABILITY","$448.90"
"SUBSTITUTE LIBRARY ASSISTANT","LIBRARY DISTRICT","$447.56"
"PRSNL TRAINER/WEIGHT RM","RECREATION","$446.26"
"WATER SAFETY INSTRUCTOR","RECREATION","$445.59"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$444.48"
"SWIM INSTRUCTOR/PRIVATE","RECREATION","$444.48"
"SWIM INSTRUCTOR/PRIVATE","RECREATION","$441.12"
"EQUIPMENT OPER- STRTS/TRAFFIC","STREETS","$440.00"
"FITNESS INSTRUCTOR","RECREATION","$438.80"
"AQUA-FITNESS INSTRUCTOR","RECREATION","$435.63"
"MAINTENANCE TECH - ELECTRICIAN","COMM DEV & NEIGHBORHOOD SVCS","$434.53"
"YOUTH INSTRUCTOR","RECREATION","$432.00"
"FACILITY ATTENDANT","RECREATION","$428.04"
"LIFEGUARD","RECREATION","$426.02"
"WATER SAFETY INSTRUCTOR","RECREATION","$425.58"
"YOUTH INSTRUCTOR","RECREATION","$423.00"
"FITNESS INSTRUCTOR - SR CTR","RECREATION","$422.38"
"CLERICAL AIDE","RECREATION","$417.06"
"LIBRARY AIDE","LIBRARY DISTRICT","$416.70"
"TRUCK DRIVER-STREETS","STREETS","$410.00"
"AQUA-FITNESS INSTRUCTOR","RECREATION","$410.00"
"WATER SAFETY INSTRUCTOR","RECREATION","$407.34"
"LIFEGUARD","RECREATION","$407.00"
"SWIM INSTRUCTOR","RECREATION","$404.60"
"YOUTH SPORTS FIELD/GYM SUPV","PARKS","$403.00"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$399.10"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$399.10"
"CIRCULATION AIDE","LIBRARY DISTRICT","$399.00"
"CLERICAL AIDE","CULTURAL SERVICES","$397.95"
"FITNESS INSTRUCTOR","CITY CLERK'S OFFICE","$390.02"
"SWIM INSTRUCTOR","RECREATION","$389.70"
"SWIM INSTRUCTOR/PRIVATE","RECREATION","$387.60"
"ARTS / CRAFTS INSTR - SR CTR","RECREATION","$385.00"
"SPECIALIZED INSTRUCTOR","RECREATION","$384.67"
"ARTS / CRAFTS INSTR - SR CTR","RECREATION","$384.00"
"SWIM INSTRUCTOR/PRIVATE","RECREATION","$381.84"
"FITNESS INSTRUCTOR","RECREATION","$378.00"
"SPECIALIZED INSTRUCTOR","RECREATION","$375.96"
"ADULT SPORTS SCOREKEEPER","RECREATION","$373.95"
"LIBRARY AIDE","LIBRARY DISTRICT","$372.75"
"LIFEGUARD","RECREATION","$369.87"
"UTILITY WORKER- STRTS/TRAFFIC","TRAFFIC","$368.50"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$366.80"
"SWIM INSTRUCTOR","RECREATION","$365.70"
"AQUA-FITNESS INSTRUCTOR","RECREATION","$360.00"
"LCC STAGE HAND","CULTURAL SERVICES","$360.00"
"WASTE REDUCT/REC PROG ASST II","ENVIRONMENTAL SERVICES","$360.00"
"YTH SPRTS CERT TACKLE FB COACH","RECREATION","$360.00"
"AQUA-FITNESS INSTRUCTOR","RECREATION","$358.75"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","$356.81"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$354.90"
"LCC PROFESSIONAL STAGE HAND","RECREATION","$353.60"
"ARTS / CRAFTS INSTR - SR CTR","RECREATION","$350.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$349.98"
"EQUIPMENT OPER- STRTS/TRAFFIC","STREETS","$348.50"
"CIRCULATION AIDE","LIBRARY DISTRICT","$346.50"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$340.60"
"UTILITY WORKER/ WATER","UT DRAINAGE SYSTEM DIV","$336.00"
"YOUTH SPORTS OFFICIAL","RECREATION","$335.00"
"BLDG & DEV REVIEW TECH-INACTVE","COMM DEV & NEIGHBORHOOD SVCS","$333.64"
"LCC STAGE HAND","CULTURAL SERVICES","$330.30"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$328.90"
"WATER SAFETY INSTRUCTOR","RECREATION","$328.42"
"LCC STAGE HAND","CULTURAL SERVICES","$327.60"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$325.00"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$322.40"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$321.10"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$319.80"
"LIFEGUARD","RECREATION","$319.13"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$318.50"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$313.60"
"FITNESS INSTRUCTOR - SR CTR","RECREATION","$312.00"
"LIFEGUARD","RECREATION","$308.10"
"LIFEGUARD","RECREATION","$306.59"
"LIBRARY AIDE","LIBRARY DISTRICT","$306.00"
"EQUIP OPERATOR / NATURAL AREAS","NATURAL AREAS","$305.25"
"PROGRAM COORDINATOR","RECREATION","$303.00"
"CIRCULATION AIDE","LIBRARY DISTRICT","$301.56"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$300.30"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$300.30"
"SWIM INSTRUCTOR/PRIVATE","RECREATION","$300.00"
"YOUTH SPORTS OFFICIAL","UT WATER PRODUCTION DIV","$300.00"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$299.00"
"SKATE INSTRUCTOR/GROUP","RECREATION","$297.50"
"LCC TECHNICAL AIDE I","CULTURAL SERVICES","$296.00"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$289.90"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$282.10"
"SWIM INSTRUCTOR","RECREATION","$281.60"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$276.90"
"CLERICAL AIDE","OPERATION SERVICES","$276.75"
"ADMINISTRATIVE CLERK I","FINANCE ADMINISTRATION","$275.63"
"LIFEGUARD","RECREATION","$272.85"
"SKATE INSTRUCTOR/GROUP","RECREATION","$270.00"
"EQUIPMENT OPERATOR/ PARKS","PARKS","$266.40"
"UTILITY FACILITY LOCATOR","UT ELECTRIC SYSTEMS ENG DIV","$265.96"
"LCC STAGE HAND","CULTURAL SERVICES","$263.70"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$261.49"
"SKATE INSTRUCTOR/GROUP","RECREATION","$260.65"
"SWIM INSTRUCTOR","RECREATION","$260.00"
"FACILITY CUSTODIAN","CULTURAL SERVICES","$258.30"
"SKATE GUARD","RECREATION","$258.19"
"SKATE INSTRUCTOR/GROUP","RECREATION","$256.10"
"EXHIBIT WORKER","CULTURAL SERVICES","$256.00"
"LCC PROFESSIONAL STAGE HAND","RECREATION","$254.80"
"LIFEGUARD/WATER SAFETY INSTR.","RECREATION","$254.61"
"FACILITY ATTENDANT","RECREATION","$253.65"
"ASST CIRCULATION SUPV - HOURLY","LIBRARY DISTRICT","$253.44"
"LIFEGUARD","RECREATION","$251.97"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$250.90"
"BUS FUELER","OPERATION SERVICES","$250.11"
"YOUTH INSTRUCTOR","RECREATION","$249.30"
"SKATE INSTRUCTOR/GROUP","RECREATION","$247.00"
"CLERICAL AIDE","RECREATION","$242.64"
"SKATE GUARD","RECREATION","$242.37"
"FITNESS INSTRUCTOR - SR CTR","FC MOVES","$240.00"
"UTILITY WORKER/ PARKS","PARKS","$238.50"
"YOUTH INSTRUCTOR","RECREATION","$235.75"
"LIFEGUARD","RECREATION","$234.29"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$231.40"
"CLERICAL AIDE","RECREATION","$227.88"
"SWIM INSTRUCTOR","RECREATION","$225.60"
"LCC STAGE HAND","CULTURAL SERVICES","$223.20"
"UTILITY WORKER/ PARKS","PARKS","$222.34"
"SPECIALIZED INSTRUCTOR","RECREATION","$221.00"
"ARTS / CRAFTS INSTR - SR CTR","RECREATION","$220.00"
"SWIM INSTRUCTOR/PRIVATE","RECREATION","$219.12"
"LCC STAGE HAND","CULTURAL SERVICES","$219.00"
"ADULT SPORTS SCOREKEEPER","RECREATION","$216.75"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$216.00"
"LIBRARIAN - HOURLY","LIBRARY DISTRICT","$214.54"
"SPECIALIZED INSTRUCTOR","RECREATION","$214.50"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$211.90"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$209.30"
"SWIM INSTRUCTOR","RECREATION","$207.00"
"LIFEGUARD","RECREATION","$201.31"
"BARTENDER","RECREATION","$201.00"
"LIFEGUARD","RECREATION","$200.27"
"UTILITY WORKER / WATER","UT WATER METERS DIV","$198.75"
"LCC STAGE HAND","CULTURAL SERVICES","$198.00"
"ADULT SPORTS FIELD/GYM SUPV","RECREATION","$196.00"
"SKATE INSTRUCTOR/GROUP","RECREATION","$196.00"
"OUTDOOR RECREATION INSTRUCTOR","RECREATION","$195.70"
"FITNESS INSTRUCTOR","RECREATION","$191.52"
"ALTERNATIVE PROGRAM LEADER","RECREATION","$187.00"
"SWIM INSTRUCTOR/PRIVATE","RECREATION","$185.28"
"LIFEGUARD/WATER SAFETY INSTR.","RECREATION","$184.50"
"SKATE INSTRUCTOR/GROUP","RECREATION","$184.30"
"EXHIBIT WORKER","CULTURAL SERVICES","$182.00"
"BARTENDER","RECREATION","$181.90"
"ADULT SPORTS FIELD/GYM SUPV","RECREATION","$180.00"
"BARTENDER","RECREATION","$180.00"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$178.10"
"YOUTH INSTRUCTOR","RECREATION","$176.00"
"PROJECT MANAGER","ENVIRONMENTAL SERVICES","$175.00"
"YOUTH INSTRUCTOR","RECREATION","$173.25"
"UTILITY WORKER/ PARKS","PARKS","$172.50"
"WATER SAFETY INSTRUCTOR","RECREATION","$172.01"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$171.60"
"CIRCULATION AIDE","LIBRARY DISTRICT","$170.53"
"EXHIBIT WORKER","NATURAL AREAS","$166.00"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$165.10"
"ADULT SPORTS OFFICIAL/ FF","RECREATION","$162.00"
"EQUIPMENT OPER- STRTS/TRAFFIC","STREETS","$162.00"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$161.20"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$161.15"
"SPECIALIZED INSTRUCTOR","RECREATION","$160.42"
"LCC STAGE HAND","CULTURAL SERVICES","$160.20"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$159.20"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$157.30"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$157.30"
"BUS OPERATOR","RIDE","$157.27"
"LCC STAGE HAND","CULTURAL SERVICES","$156.60"
"BUS OPERATOR","RIDE","$155.85"
"UTILITY WORKER/ PARKS","PARKS","$155.00"
"LCC STAGE HAND","CULTURAL SERVICES","$154.80"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$152.10"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$150.80"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$150.80"
"BUS OPERATOR","RIDE","$150.53"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$149.50"
"AQUA-FITNESS INSTRUCTOR","RECREATION","$148.50"
"LCC STAGE HAND","CULTURAL SERVICES","$147.00"
"LCC STAGE HAND","CULTURAL SERVICES","$146.25"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$145.60"
"CLERICAL AIDE","CULTURAL SERVICES","$144.90"
"AQUATICS MANAGER","RECREATION","$144.76"
"BUS OPERATOR","RIDE","$144.32"
"FITNESS INSTRUCTOR","RECREATION","$144.00"
"AQUA-FITNESS INSTRUCTOR","RECREATION","$143.50"
"ADULT SPORTS FIELD/GYM SUPV","RECREATION","$143.00"
"SWIM INSTRUCTOR/PRIVATE","RECREATION","$141.41"
"BUS FUELER","OPERATION SERVICES","$140.00"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$139.10"
"EQUIPMENT OPER- STRTS/TRAFFIC","OFFICE OF THE CHIEF","$136.00"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$135.20"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$135.20"
"BUILDING INSPECTOR","COMM DEV & NEIGHBORHOOD SVCS","$133.95"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$133.90"
"YOUTH INSTRUCTOR","RECREATION","$132.50"
"LIFEGUARD","RECREATION","$132.34"
"EXHIBIT WORKER","CULTURAL SERVICES","$131.40"
"SWIM INSTRUCTOR","RECREATION","$131.10"
"LCC STAGE HAND","CULTURAL SERVICES","$131.00"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$130.00"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$130.00"
"SWIM INSTRUCTOR/PRIVATE","RECREATION","$129.84"
"WATER SAFETY INSTRUCTOR","RECREATION","$129.20"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$127.40"
"ADULT SPORTS FIELD/GYM SUPV","RECREATION","$126.50"
"LCC STAGE HAND","CULTURAL SERVICES","$126.00"
"ADULT SPORTS SCOREKEEPER","RECREATION","$124.65"
"NATURAL AREAS-CREW MEMBER","NATURAL AREAS","$123.76"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$123.50"
"FIGURE AND FREESTYLE COACH","RECREATION","$118.00"
"EQUIPMENT OPERATOR/ PARKS","PARKS","$117.48"
"ADMINISTRATIVE CLERK I","LIBRARY DISTRICT","$117.12"
"SKATE INSTRUCTOR/GROUP","RECREATION","$117.00"
"SKATE INSTRUCTOR/GROUP","RECREATION","$117.00"
"ADULT SPORTS SCOREKEEPER","RECREATION","$116.34"
"SWIM INSTRUCTOR","RECREATION","$113.50"
"FITNESS INSTRUCTOR","RECREATION","$113.10"
"AQUA-FITNESS INSTRUCTOR","RECREATION","$112.75"
"LCC STAGE HAND","CULTURAL SERVICES","$112.50"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$111.80"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$109.20"
"LIFEGUARD","RECREATION","$108.87"
"LCC TECHNICAL AIDE I","CULTURAL SERVICES","$107.80"
"FACILITY ATTENDANT","RECREATION","$106.88"
"STORE CLERK","RECREATION","$106.88"
"FITNESS INSTRUCTOR","RECREATION","$105.00"
"SWIM INSTRUCTOR","RECREATION","$103.30"
"SKATE INSTRUCTOR/GROUP","RECREATION","$103.00"
"LCC STAGE HAND","CULTURAL SERVICES","$98.00"
"PRSNL TRAINER/WEIGHT RM","RECREATION","$97.50"
"FITNESS INSTRUCTOR","RECREATION","$93.12"
"LIFEGUARD","RECREATION","$92.53"
"LIBRARY AIDE","LIBRARY DISTRICT","$92.50"
"SKATE INSTRUCTOR/GROUP","RECREATION","$92.50"
"SWIM INSTRUCTOR","RECREATION","$92.34"
"CLERICAL AIDE","RECREATION","$90.00"
"FACILITY ATTENDANT","RECREATION","$90.00"
"LCC STAGE HAND","CULTURAL SERVICES","$81.90"
"LIBRARY ASSISTANT - HOURLY","LIBRARY DISTRICT","$81.57"
"LCC STAGE HAND","CULTURAL SERVICES","$80.10"
"LCC STAGE HAND","CULTURAL SERVICES","$80.00"
"YOUTH INSTRUCTOR","RECREATION","$80.00"
"YOUTH INSTRUCTOR","RECREATION","$78.10"
"LIBRARY ASSISTANT - HOURLY","LIBRARY DISTRICT","$77.00"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$75.40"
"SWIM INSTRUCTOR/PRIVATE","RECREATION","$75.12"
"SKATE INSTRUCTOR/GROUP","RECREATION","$75.00"
